fg_pct_home,fg3_pct_home,ft_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pf_home
0.561,0.387,0.846,5.0,34.0,29.0,11.0,5.0,16.0,22.0
0.352,0.125,0.7,20.0,30.0,14.0,6.0,3.0,14.0,22.0
0.461,0.306,0.818,5.0,41.0,17.0,6.0,5.0,20.0,22.0
0.5,0.263,0.846,11.0,33.0,33.0,8.0,7.0,15.0,27.0
0.392,0.269,0.828,12.0,39.0,19.0,6.0,7.0,7.0,17.0
0.398,0.1,0.783,13.0,40.0,21.0,3.0,8.0,6.0,19.0
0.474,0.5,0.654,14.0,39.0,23.0,4.0,9.0,18.0,26.0
0.475,0.522,0.774,12.0,30.0,27.0,9.0,8.0,15.0,22.0
0.547,0.4,0.707,13.0,28.0,23.0,10.0,2.0,16.0,24.0
0.459,0.28,0.917,8.0,35.0,24.0,9.0,10.0,18.0,13.0
0.388,0.282,0.75,10.0,39.0,26.0,4.0,4.0,12.0,23.0
0.5,0.44,0.706,13.0,39.0,33.0,4.0,2.0,7.0,13.0
0.488,0.316,0.75,12.0,26.0,19.0,5.0,6.0,15.0,17.0
0.415,0.353,0.806,18.0,27.0,19.0,5.0,2.0,15.0,24.0
0.478,0.211,0.7,20.0,31.0,23.0,5.0,4.0,10.0,17.0
0.44,0.231,0.6,14.0,43.0,25.0,11.0,4.0,11.0,23.0
0.478,0.417,0.714,3.0,31.0,19.0,6.0,9.0,18.0,17.0
0.511,0.45,0.8,12.0,35.0,30.0,7.0,4.0,9.0,18.0
0.45,0.455,0.872,15.0,25.0,22.0,12.0,7.0,15.0,25.0
0.372,0.393,0.957,9.0,35.0,20.0,7.0,4.0,19.0,22.0
0.522,0.441,0.647,12.0,35.0,32.0,7.0,3.0,14.0,22.0
0.474,0.481,0.889,7.0,40.0,27.0,3.0,3.0,19.0,20.0
0.469,0.471,0.594,13.0,29.0,21.0,15.0,8.0,14.0,18.0
0.468,0.294,0.654,12.0,26.0,23.0,4.0,7.0,18.0,32.0
0.44,0.4,0.71,12.0,26.0,25.0,10.0,1.0,20.0,26.0
0.459,0.345,0.824,16.0,36.0,29.0,5.0,4.0,20.0,20.0
0.578,0.4,0.76,17.0,23.0,25.0,10.0,3.0,12.0,24.0
0.444,0.5,0.857,15.0,28.0,28.0,9.0,5.0,8.0,30.0
0.388,0.4,0.773,13.0,32.0,20.0,10.0,4.0,10.0,21.0
0.464,0.25,0.781,10.0,32.0,24.0,11.0,3.0,14.0,15.0
0.434,0.231,0.583,11.0,29.0,23.0,4.0,2.0,16.0,26.0
0.624,0.531,0.905,4.0,34.0,34.0,5.0,4.0,16.0,24.0
0.443,0.353,0.931,20.0,37.0,19.0,12.0,6.0,12.0,18.0
0.618,0.556,0.84,10.0,25.0,32.0,10.0,6.0,15.0,25.0
0.476,0.286,0.795,11.0,29.0,18.0,1.0,5.0,15.0,19.0
0.494,0.5,0.762,15.0,33.0,24.0,8.0,5.0,16.0,17.0
0.519,0.333,0.611,12.0,33.0,22.0,5.0,4.0,14.0,21.0
0.55,0.364,0.821,10.0,31.0,22.0,2.0,2.0,19.0,30.0
0.527,0.364,0.955,12.0,26.0,24.0,7.0,1.0,16.0,20.0
0.474,0.531,0.917,2.0,40.0,20.0,4.0,3.0,15.0,21.0
0.36,0.083,0.828,16.0,28.0,16.0,8.0,5.0,9.0,30.0
0.481,0.296,0.778,8.0,35.0,31.0,1.0,9.0,20.0,24.0
0.537,0.429,0.714,6.0,29.0,28.0,11.0,8.0,14.0,14.0
0.356,0.357,0.773,14.0,39.0,24.0,18.0,3.0,16.0,26.0
0.482,0.379,0.9,9.0,38.0,17.0,9.0,4.0,15.0,14.0
0.5,0.5,0.519,14.0,26.0,26.0,8.0,7.0,18.0,26.0
0.507,0.412,0.741,13.0,28.0,19.0,10.0,4.0,17.0,17.0
0.377,0.25,0.842,14.0,27.0,18.0,6.0,7.0,15.0,21.0
0.47,0.296,0.889,11.0,33.0,23.0,8.0,3.0,10.0,18.0
0.458,0.333,0.88,8.0,34.0,18.0,9.0,6.0,13.0,14.0
0.391,0.231,0.905,17.0,38.0,18.0,8.0,4.0,11.0,12.0
0.543,0.615,0.789,3.0,27.0,23.0,16.0,7.0,22.0,15.0
0.5,0.091,0.786,8.0,26.0,20.0,6.0,0.0,20.0,25.0
0.571,0.423,0.76,10.0,32.0,29.0,6.0,3.0,8.0,25.0
0.476,0.182,0.762,13.0,18.0,13.0,11.0,9.0,15.0,19.0
0.424,0.455,0.917,14.0,27.0,27.0,13.0,8.0,12.0,20.0
0.398,0.433,0.815,8.0,41.0,28.0,8.0,6.0,13.0,21.0
0.413,0.353,0.667,8.0,32.0,17.0,6.0,4.0,7.0,14.0
0.47,0.464,0.739,11.0,41.0,25.0,9.0,10.0,20.0,23.0
0.41,0.37,0.767,13.0,34.0,20.0,5.0,5.0,18.0,28.0
0.427,0.333,0.714,19.0,35.0,16.0,7.0,6.0,25.0,16.0
0.506,0.478,0.677,18.0,22.0,25.0,9.0,4.0,9.0,25.0
0.486,0.15,0.813,8.0,28.0,20.0,7.0,6.0,10.0,23.0
0.45,0.25,0.789,9.0,33.0,26.0,7.0,3.0,19.0,21.0
0.402,0.289,0.864,13.0,30.0,22.0,9.0,5.0,11.0,20.0
0.443,0.467,0.737,14.0,27.0,21.0,5.0,1.0,16.0,15.0
0.43,0.345,0.826,9.0,33.0,18.0,7.0,8.0,15.0,15.0
0.417,0.429,0.72,6.0,28.0,21.0,8.0,2.0,9.0,14.0
0.447,0.286,0.56,14.0,33.0,23.0,5.0,5.0,18.0,16.0
0.466,0.385,0.938,12.0,28.0,22.0,4.0,3.0,26.0,28.0
0.465,0.409,1.0,12.0,44.0,23.0,7.0,4.0,18.0,16.0
0.474,0.381,0.76,6.0,38.0,19.0,6.0,10.0,12.0,21.0
0.473,0.37,0.795,6.0,30.0,23.0,10.0,8.0,13.0,19.0
0.427,0.394,0.88,16.0,32.0,19.0,10.0,5.0,13.0,20.0
0.453,0.273,0.844,13.0,38.0,19.0,4.0,12.0,12.0,21.0
0.44,0.409,0.783,9.0,27.0,25.0,5.0,3.0,13.0,21.0
0.47,0.267,0.476,9.0,35.0,25.0,12.0,5.0,10.0,21.0
0.475,0.357,0.85,9.0,28.0,28.0,7.0,5.0,11.0,23.0
0.487,0.6,0.867,10.0,39.0,20.0,10.0,8.0,18.0,17.0
0.472,0.143,0.778,9.0,29.0,26.0,8.0,5.0,15.0,18.0
0.551,0.4,0.889,8.0,32.0,27.0,6.0,9.0,16.0,20.0
0.422,0.273,0.833,14.0,29.0,20.0,8.0,3.0,17.0,17.0
0.447,0.5,0.826,15.0,36.0,21.0,7.0,4.0,19.0,16.0
0.465,0.227,0.941,19.0,41.0,22.0,8.0,4.0,13.0,19.0
0.519,0.333,0.833,6.0,32.0,25.0,13.0,4.0,20.0,21.0
0.464,0.0,0.722,10.0,30.0,21.0,7.0,10.0,20.0,23.0
0.553,0.4,0.78,9.0,31.0,21.0,8.0,3.0,13.0,30.0
0.554,0.611,0.885,7.0,35.0,26.0,6.0,7.0,13.0,27.0
0.444,0.333,0.821,12.0,33.0,17.0,6.0,2.0,15.0,19.0
0.47,0.423,0.885,12.0,44.0,19.0,7.0,7.0,14.0,21.0
0.432,0.25,0.667,11.0,30.0,13.0,4.0,3.0,14.0,24.0
0.541,0.4,0.652,13.0,24.0,25.0,9.0,5.0,17.0,27.0
0.551,0.375,0.788,11.0,35.0,19.0,6.0,8.0,21.0,19.0
0.511,0.396,0.826,11.0,43.0,24.0,1.0,7.0,19.0,22.0
0.449,0.4,0.681,10.0,26.0,24.0,10.0,3.0,13.0,18.0
0.459,0.313,0.909,11.0,38.0,22.0,10.0,12.0,24.0,24.0
0.484,0.292,0.667,7.0,34.0,22.0,11.0,4.0,6.0,17.0
0.507,0.5,0.654,8.0,34.0,25.0,8.0,3.0,18.0,16.0
0.348,0.368,0.75,20.0,34.0,12.0,9.0,7.0,22.0,21.0
0.309,0.206,0.727,19.0,35.0,14.0,10.0,4.0,19.0,21.0
0.442,0.297,0.609,10.0,35.0,15.0,7.0,5.0,13.0,19.0
0.425,0.261,0.591,21.0,30.0,19.0,2.0,5.0,12.0,23.0
0.395,0.188,0.583,14.0,26.0,16.0,6.0,4.0,12.0,19.0
0.494,0.357,0.846,6.0,30.0,29.0,9.0,5.0,10.0,16.0
0.422,0.421,0.588,11.0,26.0,26.0,4.0,2.0,13.0,22.0
0.434,0.333,0.862,15.0,31.0,20.0,11.0,4.0,15.0,14.0
0.494,0.526,0.708,14.0,23.0,30.0,13.0,5.0,11.0,19.0
0.5,0.35,0.76,6.0,29.0,21.0,8.0,4.0,17.0,10.0
0.407,0.167,0.786,14.0,29.0,20.0,3.0,5.0,18.0,22.0
0.412,0.273,0.769,9.0,41.0,22.0,5.0,7.0,13.0,17.0
0.427,0.4,0.711,9.0,31.0,20.0,9.0,2.0,14.0,24.0
0.369,0.235,0.947,8.0,21.0,13.0,12.0,6.0,20.0,20.0
0.449,0.348,0.706,13.0,29.0,31.0,6.0,6.0,8.0,18.0
0.476,0.409,0.773,8.0,27.0,30.0,11.0,6.0,14.0,16.0
0.506,0.333,0.905,8.0,36.0,26.0,7.0,5.0,13.0,21.0
0.44,0.333,0.857,8.0,32.0,25.0,6.0,3.0,12.0,20.0
0.42,0.25,0.769,13.0,26.0,13.0,5.0,3.0,8.0,25.0
0.429,0.364,0.889,17.0,25.0,19.0,9.0,5.0,13.0,25.0
0.471,0.583,0.9,15.0,24.0,25.0,11.0,3.0,21.0,25.0
0.419,0.333,0.92,15.0,32.0,19.0,10.0,6.0,17.0,22.0
0.464,0.231,0.636,3.0,45.0,20.0,2.0,14.0,23.0,28.0
0.507,0.455,0.533,8.0,32.0,20.0,3.0,4.0,11.0,16.0
0.463,0.176,0.824,10.0,30.0,12.0,7.0,6.0,18.0,30.0
0.415,0.25,0.767,9.0,37.0,19.0,7.0,11.0,24.0,25.0
0.516,0.459,0.714,10.0,32.0,23.0,5.0,4.0,11.0,26.0
0.421,0.219,0.818,15.0,37.0,24.0,7.0,3.0,16.0,11.0
0.5,0.304,1.0,11.0,35.0,20.0,1.0,11.0,12.0,24.0
0.429,0.333,0.885,8.0,28.0,21.0,11.0,7.0,15.0,20.0
0.522,0.464,0.773,6.0,34.0,29.0,6.0,8.0,12.0,21.0
0.456,0.448,0.852,9.0,33.0,29.0,3.0,3.0,18.0,13.0
0.41,0.345,0.821,6.0,39.0,20.0,7.0,2.0,10.0,14.0
0.432,0.294,0.684,14.0,34.0,26.0,7.0,8.0,14.0,22.0
0.463,0.27,0.765,10.0,37.0,28.0,7.0,7.0,15.0,18.0
0.435,0.308,0.848,6.0,27.0,19.0,3.0,2.0,13.0,21.0
0.425,0.2,0.767,9.0,34.0,19.0,10.0,4.0,16.0,16.0
0.513,0.455,0.625,12.0,36.0,27.0,6.0,7.0,17.0,20.0
0.613,0.4,0.893,15.0,29.0,29.0,2.0,5.0,14.0,20.0
0.449,0.348,0.882,16.0,31.0,22.0,7.0,7.0,11.0,16.0
0.495,0.563,0.846,7.0,42.0,29.0,7.0,3.0,11.0,19.0
0.458,0.333,0.688,10.0,19.0,23.0,4.0,3.0,12.0,17.0
0.429,0.333,0.694,18.0,37.0,21.0,7.0,1.0,24.0,32.0
0.44,0.405,0.75,13.0,24.0,24.0,3.0,6.0,7.0,15.0
0.512,0.154,0.852,7.0,29.0,23.0,9.0,9.0,13.0,23.0
0.477,0.351,0.639,7.0,44.0,33.0,9.0,10.0,16.0,29.0
0.457,0.36,0.875,14.0,30.0,24.0,13.0,6.0,22.0,29.0
0.593,0.692,0.833,6.0,40.0,30.0,4.0,8.0,18.0,24.0
0.437,0.368,0.794,15.0,44.0,25.0,7.0,3.0,16.0,24.0
0.444,0.333,0.757,13.0,36.0,24.0,9.0,6.0,14.0,24.0
0.469,0.217,0.87,7.0,38.0,31.0,11.0,4.0,13.0,14.0
0.407,0.267,0.765,8.0,35.0,25.0,6.0,2.0,11.0,21.0
0.46,0.368,0.667,20.0,30.0,20.0,8.0,8.0,20.0,25.0
0.488,0.475,0.778,8.0,31.0,30.0,9.0,9.0,19.0,19.0
0.424,0.35,0.75,18.0,24.0,24.0,10.0,0.0,12.0,17.0
0.422,0.333,0.727,16.0,28.0,14.0,4.0,5.0,13.0,17.0
0.488,0.565,0.92,12.0,39.0,26.0,10.0,5.0,12.0,18.0
0.507,0.391,0.711,8.0,37.0,23.0,5.0,5.0,13.0,23.0
0.485,0.367,0.714,10.0,35.0,24.0,3.0,4.0,14.0,21.0
0.5,0.333,0.667,12.0,30.0,21.0,7.0,7.0,13.0,17.0
0.342,0.429,0.846,12.0,42.0,17.0,6.0,6.0,23.0,28.0
0.573,0.368,0.739,12.0,31.0,33.0,3.0,4.0,10.0,18.0
0.404,0.433,0.783,16.0,35.0,30.0,8.0,1.0,18.0,36.0
0.419,0.533,0.679,8.0,33.0,24.0,10.0,1.0,21.0,30.0
0.351,0.318,0.893,11.0,36.0,17.0,3.0,8.0,17.0,29.0
0.465,0.273,0.769,10.0,33.0,12.0,6.0,6.0,11.0,24.0
0.381,0.333,0.682,15.0,22.0,20.0,15.0,2.0,16.0,19.0
0.486,0.381,0.625,9.0,35.0,26.0,14.0,9.0,22.0,24.0
0.49,0.342,0.84,13.0,31.0,32.0,9.0,3.0,12.0,15.0
0.56,0.481,0.784,9.0,43.0,39.0,6.0,5.0,19.0,28.0
0.514,0.4,0.864,12.0,35.0,22.0,7.0,3.0,19.0,15.0
0.442,0.281,0.765,7.0,33.0,25.0,6.0,2.0,9.0,26.0
0.47,0.31,0.762,7.0,37.0,21.0,6.0,7.0,15.0,16.0
0.589,0.333,0.706,4.0,32.0,23.0,3.0,7.0,19.0,26.0
0.429,0.313,0.706,16.0,23.0,20.0,8.0,7.0,17.0,23.0
0.403,0.176,0.696,9.0,26.0,11.0,4.0,6.0,14.0,22.0
0.468,0.2,0.667,18.0,35.0,19.0,5.0,5.0,15.0,22.0
0.442,0.353,0.542,12.0,41.0,17.0,8.0,8.0,17.0,22.0
0.537,0.526,0.71,15.0,35.0,31.0,4.0,7.0,15.0,17.0
0.466,0.286,0.667,16.0,38.0,20.0,10.0,11.0,20.0,29.0
0.477,0.194,0.571,12.0,34.0,21.0,9.0,2.0,14.0,21.0
0.451,0.385,0.774,6.0,30.0,21.0,6.0,7.0,10.0,19.0
0.489,0.526,0.8,12.0,23.0,28.0,13.0,5.0,10.0,19.0
0.505,0.476,0.75,12.0,38.0,21.0,9.0,3.0,15.0,13.0
0.506,0.476,0.762,11.0,33.0,23.0,6.0,7.0,20.0,24.0
0.526,0.583,0.758,12.0,27.0,32.0,10.0,3.0,13.0,22.0
0.385,0.125,0.864,20.0,24.0,14.0,16.0,4.0,17.0,22.0
0.387,0.3,0.781,8.0,30.0,15.0,6.0,3.0,11.0,24.0
0.449,0.333,0.821,12.0,30.0,19.0,8.0,9.0,12.0,23.0
0.549,0.308,0.724,6.0,33.0,25.0,7.0,6.0,11.0,21.0
0.571,0.421,0.762,10.0,36.0,29.0,9.0,3.0,12.0,23.0
0.515,0.429,0.762,4.0,42.0,26.0,6.0,5.0,16.0,20.0
0.494,0.385,0.871,8.0,32.0,20.0,9.0,6.0,12.0,26.0
0.432,0.381,0.63,13.0,29.0,20.0,10.0,6.0,7.0,21.0
0.556,0.1,0.759,7.0,24.0,26.0,18.0,2.0,15.0,19.0
0.494,0.425,0.71,10.0,31.0,30.0,8.0,5.0,8.0,16.0
0.474,0.462,0.621,16.0,24.0,22.0,8.0,3.0,17.0,14.0
0.391,0.167,0.789,19.0,28.0,20.0,8.0,5.0,10.0,19.0
0.427,0.308,0.657,14.0,31.0,22.0,7.0,6.0,13.0,17.0
0.434,0.176,0.769,13.0,22.0,17.0,9.0,3.0,20.0,24.0
0.528,0.5,0.769,10.0,26.0,31.0,11.0,2.0,8.0,25.0
0.424,0.294,0.864,14.0,40.0,22.0,6.0,3.0,9.0,17.0
0.414,0.298,0.944,16.0,48.0,33.0,7.0,9.0,19.0,22.0
0.467,0.5,0.773,8.0,38.0,23.0,5.0,5.0,12.0,17.0
0.464,0.238,0.889,11.0,30.0,18.0,7.0,4.0,16.0,18.0
0.452,0.462,0.692,7.0,37.0,29.0,7.0,3.0,15.0,22.0
0.469,0.5,0.545,16.0,25.0,29.0,12.0,4.0,15.0,23.0
0.424,0.389,0.815,14.0,30.0,22.0,13.0,5.0,13.0,25.0
0.425,0.286,0.815,14.0,29.0,18.0,6.0,5.0,13.0,13.0
0.427,0.3,0.697,13.0,33.0,16.0,7.0,2.0,17.0,21.0
0.459,0.357,0.765,8.0,22.0,26.0,7.0,3.0,13.0,19.0
0.432,0.462,0.765,16.0,29.0,22.0,5.0,3.0,16.0,18.0
0.455,0.378,0.833,7.0,37.0,20.0,9.0,3.0,10.0,21.0
0.427,0.176,0.852,13.0,33.0,27.0,4.0,6.0,13.0,24.0
0.419,0.323,0.929,9.0,31.0,24.0,4.0,3.0,17.0,18.0
0.45,0.37,0.704,7.0,29.0,15.0,7.0,1.0,14.0,21.0
0.366,0.462,0.727,16.0,29.0,19.0,7.0,7.0,14.0,26.0
0.442,0.192,0.6,20.0,30.0,18.0,8.0,2.0,11.0,16.0
0.576,0.333,0.8,10.0,29.0,34.0,11.0,9.0,13.0,20.0
0.416,0.389,0.735,16.0,34.0,21.0,7.0,10.0,13.0,22.0
0.494,0.333,0.733,9.0,30.0,28.0,9.0,4.0,10.0,23.0
0.374,0.262,0.84,13.0,26.0,21.0,12.0,1.0,6.0,20.0
0.471,0.2,0.704,9.0,28.0,20.0,7.0,6.0,11.0,16.0
0.528,0.5,0.731,7.0,31.0,17.0,5.0,6.0,13.0,19.0
0.44,0.27,0.885,8.0,39.0,25.0,6.0,6.0,21.0,28.0
0.475,0.25,0.564,14.0,38.0,20.0,4.0,7.0,12.0,18.0
0.432,0.24,0.742,7.0,35.0,17.0,8.0,2.0,14.0,17.0
0.446,0.227,0.636,13.0,26.0,19.0,6.0,6.0,13.0,21.0
0.474,0.2,0.708,9.0,29.0,26.0,7.0,5.0,12.0,20.0
0.542,0.364,0.478,8.0,31.0,28.0,8.0,6.0,15.0,23.0
0.456,0.176,0.81,6.0,25.0,30.0,9.0,0.0,12.0,17.0
0.516,0.542,0.706,10.0,23.0,24.0,7.0,2.0,10.0,25.0
0.513,0.273,0.813,8.0,33.0,24.0,11.0,7.0,12.0,24.0
0.525,0.394,0.667,6.0,43.0,21.0,6.0,11.0,18.0,20.0
0.411,0.333,0.773,9.0,25.0,16.0,8.0,2.0,22.0,16.0
0.455,0.182,0.92,9.0,31.0,20.0,8.0,5.0,12.0,15.0
0.447,0.343,0.4,13.0,28.0,26.0,13.0,5.0,4.0,25.0
0.407,0.286,0.851,10.0,37.0,20.0,8.0,4.0,14.0,24.0
0.421,0.5,0.719,16.0,29.0,19.0,9.0,4.0,19.0,28.0
0.593,0.545,0.762,8.0,39.0,34.0,11.0,8.0,16.0,9.0
0.5,0.421,0.889,10.0,29.0,28.0,9.0,8.0,15.0,14.0
0.455,0.41,0.75,7.0,32.0,18.0,16.0,4.0,7.0,23.0
0.477,0.333,0.789,16.0,19.0,29.0,12.0,4.0,10.0,15.0
0.459,0.421,0.68,17.0,37.0,27.0,4.0,3.0,15.0,13.0
0.352,0.231,0.731,27.0,35.0,19.0,6.0,7.0,15.0,29.0
0.429,0.261,0.708,8.0,32.0,18.0,6.0,3.0,8.0,11.0
0.432,0.25,0.871,19.0,43.0,31.0,11.0,7.0,12.0,23.0
0.461,0.308,0.703,8.0,31.0,15.0,7.0,6.0,16.0,25.0
0.425,0.188,0.875,11.0,34.0,15.0,10.0,7.0,13.0,19.0
0.568,0.5,0.667,8.0,36.0,22.0,5.0,4.0,15.0,24.0
0.488,0.241,0.773,8.0,29.0,21.0,8.0,4.0,8.0,12.0
0.455,0.357,0.824,11.0,35.0,24.0,2.0,11.0,17.0,27.0
0.526,0.357,0.778,10.0,43.0,25.0,2.0,4.0,15.0,15.0
0.462,0.4,0.692,10.0,24.0,22.0,2.0,4.0,8.0,20.0
0.415,0.333,0.783,9.0,34.0,23.0,8.0,6.0,16.0,16.0
0.413,0.29,0.75,15.0,35.0,27.0,8.0,7.0,17.0,26.0
0.376,0.472,0.667,16.0,37.0,21.0,3.0,7.0,14.0,25.0
0.521,0.571,0.811,16.0,27.0,29.0,7.0,2.0,16.0,31.0
0.56,0.385,0.714,12.0,27.0,31.0,10.0,3.0,6.0,18.0
0.382,0.188,0.755,12.0,36.0,16.0,7.0,5.0,16.0,26.0
0.37,0.192,0.667,17.0,39.0,20.0,9.0,6.0,16.0,22.0
0.474,0.625,0.9,12.0,39.0,19.0,7.0,9.0,18.0,20.0
0.414,0.4,0.8,5.0,38.0,26.0,7.0,6.0,16.0,23.0
0.529,0.444,0.815,11.0,35.0,35.0,7.0,2.0,9.0,19.0
0.507,0.467,0.69,14.0,31.0,25.0,9.0,7.0,23.0,12.0
0.654,0.462,0.81,4.0,36.0,38.0,8.0,1.0,19.0,16.0
0.521,0.5,0.821,8.0,35.0,26.0,8.0,2.0,16.0,16.0
0.519,0.6,0.778,14.0,28.0,20.0,9.0,6.0,11.0,24.0
0.538,0.5,0.773,6.0,23.0,31.0,8.0,2.0,14.0,30.0
0.425,0.25,0.778,16.0,27.0,22.0,5.0,15.0,16.0,21.0
0.471,0.5,0.9,9.0,41.0,27.0,11.0,6.0,17.0,13.0
0.447,0.367,0.706,11.0,44.0,32.0,5.0,10.0,15.0,18.0
0.478,0.389,0.769,13.0,34.0,28.0,8.0,2.0,9.0,18.0
0.446,0.333,0.7,13.0,34.0,17.0,5.0,2.0,10.0,20.0
0.436,0.5,0.727,10.0,23.0,24.0,5.0,1.0,16.0,25.0
0.494,0.31,0.667,12.0,30.0,22.0,9.0,5.0,7.0,21.0
0.507,0.407,0.435,6.0,28.0,24.0,9.0,7.0,11.0,7.0
0.55,0.588,0.5,5.0,42.0,27.0,5.0,6.0,18.0,22.0
0.475,0.405,0.833,8.0,38.0,17.0,8.0,9.0,18.0,18.0
0.449,0.438,0.852,15.0,20.0,22.0,13.0,5.0,14.0,19.0
0.439,0.316,0.909,9.0,46.0,15.0,2.0,4.0,15.0,16.0
0.421,0.125,0.647,15.0,30.0,19.0,3.0,2.0,16.0,17.0
0.575,0.65,0.821,6.0,34.0,27.0,4.0,9.0,23.0,24.0
0.549,0.4,0.789,5.0,33.0,33.0,6.0,5.0,14.0,24.0
0.477,0.4,0.769,14.0,27.0,22.0,11.0,5.0,14.0,22.0
0.402,0.294,0.848,14.0,22.0,24.0,14.0,5.0,20.0,29.0
0.389,0.238,0.947,21.0,33.0,26.0,6.0,6.0,14.0,15.0
0.419,0.31,0.714,11.0,37.0,18.0,4.0,6.0,7.0,15.0
0.418,0.133,0.607,11.0,27.0,12.0,10.0,2.0,12.0,18.0
0.529,0.4,0.815,12.0,28.0,28.0,4.0,4.0,13.0,16.0
0.551,0.5,0.68,7.0,33.0,21.0,9.0,3.0,13.0,18.0
0.442,0.326,0.538,12.0,39.0,26.0,11.0,8.0,10.0,27.0
0.394,0.208,0.813,7.0,43.0,24.0,3.0,4.0,9.0,18.0
0.458,0.474,0.955,13.0,35.0,17.0,5.0,8.0,12.0,25.0
0.551,0.519,0.733,11.0,28.0,25.0,5.0,1.0,6.0,21.0
0.484,0.471,0.917,14.0,35.0,23.0,8.0,4.0,14.0,24.0
0.402,0.31,0.885,22.0,23.0,24.0,11.0,5.0,10.0,24.0
0.461,0.348,0.938,7.0,30.0,20.0,9.0,4.0,11.0,17.0
0.6,0.455,0.81,6.0,35.0,36.0,12.0,8.0,10.0,20.0
0.429,0.176,0.75,4.0,27.0,15.0,6.0,2.0,11.0,10.0
0.494,0.263,0.842,13.0,27.0,21.0,8.0,6.0,11.0,17.0
0.429,0.289,0.917,9.0,41.0,21.0,2.0,5.0,15.0,20.0
0.5,0.375,0.875,3.0,31.0,26.0,12.0,3.0,17.0,15.0
0.453,0.4,0.833,9.0,26.0,21.0,4.0,3.0,14.0,20.0
0.56,0.4,0.778,8.0,33.0,23.0,5.0,3.0,10.0,21.0
0.505,0.385,0.875,7.0,31.0,29.0,12.0,1.0,10.0,18.0
0.495,0.345,0.833,16.0,26.0,31.0,5.0,5.0,10.0,19.0
0.342,0.382,0.813,9.0,24.0,15.0,7.0,1.0,12.0,19.0
0.408,0.143,0.609,8.0,40.0,15.0,12.0,8.0,14.0,18.0
0.517,0.361,0.778,11.0,30.0,29.0,7.0,4.0,12.0,22.0
0.443,0.333,0.6,11.0,35.0,20.0,7.0,3.0,16.0,19.0
0.5,0.35,0.667,10.0,29.0,22.0,14.0,3.0,15.0,17.0
0.523,0.389,0.826,9.0,33.0,30.0,7.0,8.0,17.0,21.0
0.375,0.15,0.781,16.0,21.0,16.0,8.0,1.0,13.0,19.0
0.435,0.462,0.8,5.0,24.0,17.0,7.0,2.0,21.0,18.0
0.4,0.615,0.722,13.0,21.0,20.0,11.0,4.0,16.0,21.0
0.453,0.3,0.679,17.0,39.0,22.0,7.0,7.0,15.0,20.0
0.419,0.412,0.632,14.0,32.0,24.0,11.0,5.0,6.0,17.0
0.468,0.357,0.81,5.0,27.0,23.0,7.0,3.0,10.0,22.0
0.438,0.3,0.829,12.0,34.0,23.0,9.0,2.0,16.0,31.0
0.403,0.2,0.862,11.0,43.0,21.0,4.0,8.0,18.0,20.0
0.554,0.55,0.75,11.0,38.0,32.0,4.0,10.0,9.0,16.0
0.415,0.263,0.818,14.0,41.0,25.0,6.0,5.0,14.0,21.0
0.427,0.45,0.741,12.0,35.0,20.0,6.0,9.0,8.0,23.0
0.516,0.375,0.947,12.0,29.0,26.0,6.0,6.0,16.0,20.0
0.434,0.432,0.706,7.0,31.0,19.0,9.0,10.0,11.0,17.0
0.437,0.333,0.92,12.0,27.0,20.0,7.0,5.0,15.0,25.0
0.488,0.0,0.75,10.0,35.0,13.0,8.0,11.0,15.0,26.0
0.477,0.333,0.706,12.0,24.0,29.0,6.0,4.0,14.0,19.0
0.415,0.4,0.955,15.0,33.0,19.0,4.0,11.0,21.0,25.0
0.444,0.286,0.545,15.0,35.0,21.0,8.0,3.0,14.0,21.0
0.477,0.357,0.633,11.0,30.0,23.0,15.0,3.0,18.0,19.0
0.462,0.385,0.778,14.0,31.0,16.0,9.0,9.0,22.0,24.0
0.436,0.297,0.69,16.0,37.0,28.0,7.0,7.0,12.0,21.0
0.406,0.387,0.677,17.0,39.0,24.0,5.0,4.0,15.0,18.0
0.435,0.182,0.762,14.0,32.0,18.0,7.0,8.0,13.0,28.0
0.467,0.392,0.938,8.0,38.0,26.0,6.0,8.0,7.0,17.0
0.338,0.231,0.613,17.0,38.0,19.0,6.0,3.0,19.0,15.0
0.45,0.355,0.889,11.0,37.0,17.0,5.0,3.0,11.0,17.0
0.556,0.3,0.7,8.0,27.0,22.0,13.0,4.0,14.0,18.0
0.432,0.294,0.75,17.0,32.0,23.0,6.0,5.0,14.0,23.0
0.506,0.414,0.667,13.0,28.0,23.0,11.0,11.0,19.0,21.0
0.505,0.364,0.75,14.0,38.0,27.0,7.0,3.0,11.0,14.0
0.481,0.36,0.905,6.0,37.0,26.0,3.0,6.0,13.0,18.0
0.366,0.25,0.8,12.0,25.0,10.0,6.0,6.0,17.0,22.0
0.554,0.361,0.867,7.0,31.0,25.0,5.0,7.0,17.0,19.0
0.429,0.289,0.947,11.0,43.0,26.0,9.0,4.0,15.0,27.0
0.471,0.45,0.615,14.0,31.0,21.0,9.0,2.0,7.0,15.0
0.413,0.167,0.767,13.0,29.0,17.0,5.0,6.0,16.0,22.0
0.432,0.308,0.808,11.0,26.0,16.0,7.0,0.0,12.0,26.0
