fg_pct_away,fg3_pct_away,ft_pct_away,oreb_away,dreb_away,ast_away,stl_away,blk_away,tov_away,pf_away
0.466,0.412,0.938,13.0,39.0,26.0,3.0,4.0,16.0,22.0
0.479,0.172,0.629,15.0,29.0,26.0,14.0,4.0,13.0,25.0
0.432,0.306,0.828,12.0,46.0,22.0,6.0,4.0,8.0,19.0
0.375,0.143,0.583,14.0,27.0,13.0,8.0,4.0,15.0,22.0
0.45,0.259,0.774,8.0,33.0,22.0,5.0,5.0,13.0,17.0
0.566,0.423,1.0,5.0,35.0,26.0,6.0,7.0,16.0,22.0
0.388,0.083,0.708,13.0,24.0,12.0,10.0,3.0,14.0,23.0
0.429,0.188,0.846,13.0,47.0,16.0,6.0,4.0,16.0,27.0
0.468,0.387,0.828,20.0,27.0,31.0,11.0,2.0,21.0,24.0
0.558,0.533,0.882,5.0,40.0,32.0,7.0,8.0,14.0,19.0
0.438,0.396,0.92,9.0,34.0,26.0,13.0,2.0,19.0,23.0
0.404,0.333,0.813,16.0,44.0,23.0,8.0,7.0,21.0,19.0
0.551,0.536,0.8,6.0,33.0,31.0,10.0,1.0,21.0,24.0
0.5,0.474,0.929,6.0,34.0,24.0,9.0,2.0,10.0,19.0
0.448,0.273,0.773,18.0,21.0,26.0,12.0,2.0,11.0,15.0
0.446,0.333,0.813,8.0,37.0,27.0,5.0,6.0,16.0,22.0
0.368,0.125,0.6,8.0,30.0,14.0,8.0,6.0,21.0,21.0
0.397,0.444,0.846,9.0,28.0,12.0,3.0,9.0,14.0,23.0
0.378,0.429,0.771,13.0,39.0,9.0,2.0,5.0,8.0,16.0
0.465,0.471,0.792,14.0,29.0,24.0,11.0,3.0,12.0,19.0
0.5,0.516,0.889,6.0,44.0,25.0,5.0,4.0,16.0,17.0
0.506,0.469,0.905,11.0,30.0,28.0,7.0,2.0,10.0,18.0
0.519,0.571,0.826,15.0,31.0,20.0,5.0,7.0,17.0,20.0
0.473,0.481,0.929,10.0,33.0,27.0,9.0,3.0,15.0,23.0
0.563,0.568,0.897,12.0,34.0,26.0,5.0,7.0,12.0,21.0
0.471,0.471,0.688,12.0,34.0,24.0,1.0,5.0,17.0,24.0
0.531,0.313,0.889,9.0,28.0,23.0,5.0,5.0,11.0,15.0
0.42,0.071,0.882,15.0,26.0,26.0,10.0,8.0,10.0,19.0
0.411,0.357,0.742,17.0,27.0,19.0,8.0,5.0,11.0,22.0
0.465,0.538,0.952,10.0,24.0,12.0,6.0,5.0,15.0,22.0
0.419,0.333,0.727,8.0,39.0,30.0,4.0,4.0,17.0,24.0
0.362,0.242,0.789,10.0,38.0,22.0,9.0,4.0,14.0,18.0
0.388,0.323,0.909,12.0,31.0,19.0,8.0,5.0,14.0,17.0
0.524,0.4,0.923,11.0,26.0,24.0,10.0,3.0,17.0,24.0
0.461,0.368,0.737,7.0,28.0,20.0,6.0,4.0,16.0,17.0
0.525,0.306,0.895,5.0,28.0,34.0,6.0,4.0,10.0,22.0
0.372,0.214,0.571,6.0,31.0,13.0,12.0,4.0,17.0,17.0
0.466,0.405,0.833,7.0,28.0,25.0,7.0,4.0,18.0,20.0
0.456,0.375,0.867,15.0,19.0,15.0,7.0,8.0,14.0,28.0
0.556,0.571,0.724,5.0,33.0,23.0,6.0,4.0,14.0,25.0
0.493,0.25,0.833,7.0,15.0,18.0,1.0,4.0,10.0,21.0
0.422,0.5,0.87,15.0,35.0,23.0,9.0,7.0,23.0,24.0
0.44,0.294,0.818,17.0,21.0,20.0,5.0,6.0,13.0,25.0
0.371,0.4,0.848,10.0,31.0,17.0,5.0,5.0,19.0,21.0
0.493,0.32,0.793,11.0,26.0,24.0,5.0,6.0,22.0,24.0
0.479,0.286,0.66,9.0,24.0,20.0,6.0,4.0,15.0,31.0
0.453,0.368,0.875,15.0,24.0,21.0,4.0,2.0,12.0,20.0
0.446,0.255,0.8,10.0,34.0,28.0,10.0,2.0,18.0,23.0
0.553,0.467,0.743,7.0,30.0,25.0,8.0,7.0,12.0,17.0
0.425,0.476,0.739,13.0,30.0,20.0,7.0,5.0,11.0,27.0
0.472,0.333,0.85,8.0,31.0,15.0,7.0,5.0,18.0,24.0
0.494,0.343,0.758,8.0,26.0,25.0,12.0,0.0,16.0,22.0
0.38,0.25,0.737,4.0,32.0,19.0,8.0,3.0,20.0,27.0
0.385,0.133,0.929,11.0,30.0,11.0,9.0,2.0,15.0,20.0
0.348,0.214,0.731,26.0,36.0,16.0,7.0,7.0,16.0,22.0
0.353,0.214,0.714,14.0,25.0,15.0,6.0,6.0,19.0,31.0
0.475,0.227,0.85,20.0,31.0,21.0,4.0,4.0,12.0,13.0
0.425,0.353,0.813,8.0,29.0,15.0,13.0,3.0,13.0,21.0
0.47,0.37,0.714,22.0,35.0,28.0,7.0,6.0,10.0,14.0
0.526,0.417,0.846,3.0,23.0,19.0,6.0,3.0,14.0,22.0
0.348,0.28,0.684,15.0,37.0,17.0,4.0,4.0,14.0,19.0
0.391,0.158,0.682,21.0,29.0,15.0,10.0,6.0,18.0,24.0
0.54,0.467,0.65,15.0,34.0,34.0,6.0,7.0,8.0,17.0
0.512,0.263,0.68,14.0,32.0,21.0,3.0,4.0,17.0,21.0
0.372,0.25,0.875,9.0,28.0,20.0,6.0,5.0,15.0,17.0
0.43,0.2,0.667,15.0,25.0,23.0,9.0,1.0,13.0,13.0
0.427,0.3,0.958,14.0,23.0,23.0,8.0,4.0,13.0,22.0
0.5,0.308,0.9,7.0,27.0,23.0,9.0,4.0,10.0,17.0
0.455,0.333,0.682,12.0,29.0,21.0,13.0,3.0,24.0,25.0
0.363,0.333,0.824,14.0,25.0,16.0,14.0,3.0,18.0,20.0
0.472,0.294,0.75,10.0,32.0,22.0,6.0,3.0,14.0,15.0
0.435,0.176,0.667,14.0,22.0,28.0,5.0,2.0,7.0,12.0
0.415,0.357,0.757,5.0,38.0,17.0,6.0,4.0,13.0,25.0
0.38,0.323,0.808,9.0,35.0,24.0,8.0,10.0,12.0,18.0
0.432,0.5,0.6,14.0,29.0,22.0,12.0,7.0,14.0,15.0
0.481,0.444,0.714,8.0,36.0,25.0,10.0,2.0,13.0,19.0
0.326,0.271,0.667,14.0,33.0,19.0,13.0,7.0,16.0,24.0
0.478,0.5,0.852,13.0,38.0,21.0,6.0,3.0,21.0,24.0
0.5,0.217,0.609,10.0,23.0,25.0,4.0,0.0,10.0,26.0
0.484,0.333,0.7,9.0,44.0,26.0,6.0,5.0,15.0,21.0
0.575,0.467,0.818,8.0,32.0,27.0,10.0,5.0,19.0,18.0
0.443,0.35,0.615,15.0,28.0,23.0,7.0,6.0,8.0,19.0
0.368,0.333,0.75,13.0,29.0,17.0,6.0,6.0,18.0,22.0
0.391,0.333,0.652,14.0,29.0,17.0,8.0,2.0,24.0,23.0
0.413,0.167,0.762,12.0,26.0,16.0,11.0,9.0,16.0,21.0
0.304,0.143,0.622,8.0,29.0,14.0,5.0,6.0,26.0,23.0
0.435,0.346,0.839,8.0,37.0,16.0,7.0,3.0,7.0,25.0
0.482,0.375,0.714,12.0,23.0,25.0,10.0,0.0,12.0,23.0
0.407,0.304,0.739,14.0,31.0,13.0,8.0,1.0,16.0,14.0
0.431,0.269,0.8,8.0,38.0,22.0,5.0,10.0,16.0,23.0
0.443,0.379,0.5,8.0,30.0,23.0,5.0,6.0,15.0,22.0
0.5,0.5,0.625,12.0,23.0,24.0,6.0,2.0,12.0,25.0
0.479,0.448,0.667,12.0,28.0,24.0,11.0,5.0,8.0,25.0
0.471,0.471,0.667,8.0,30.0,19.0,5.0,4.0,25.0,20.0
0.477,0.385,0.905,10.0,27.0,31.0,5.0,6.0,10.0,21.0
0.441,0.364,0.775,2.0,27.0,19.0,7.0,4.0,18.0,23.0
0.512,0.48,0.857,7.0,38.0,27.0,7.0,8.0,22.0,23.0
0.545,0.45,0.839,12.0,35.0,29.0,6.0,5.0,21.0,12.0
0.41,0.375,0.773,17.0,30.0,21.0,4.0,4.0,16.0,18.0
0.419,0.188,1.0,8.0,29.0,15.0,15.0,3.0,24.0,22.0
0.375,0.077,0.741,13.0,34.0,17.0,9.0,4.0,12.0,16.0
0.459,0.382,0.857,10.0,41.0,27.0,3.0,9.0,15.0,20.0
0.5,0.4,0.826,10.0,35.0,25.0,5.0,1.0,18.0,17.0
0.45,0.333,0.833,9.0,31.0,22.0,3.0,1.0,18.0,23.0
0.389,0.267,0.8,6.0,37.0,15.0,1.0,1.0,11.0,17.0
0.541,0.276,0.714,6.0,41.0,23.0,6.0,6.0,18.0,27.0
0.494,0.333,0.696,10.0,27.0,27.0,9.0,5.0,6.0,24.0
0.394,0.333,0.55,16.0,29.0,18.0,9.0,3.0,9.0,20.0
0.367,0.0,0.808,19.0,28.0,16.0,12.0,3.0,12.0,20.0
0.463,0.286,0.846,6.0,28.0,23.0,6.0,1.0,12.0,15.0
0.346,0.133,0.762,17.0,16.0,13.0,11.0,4.0,21.0,31.0
0.384,0.372,0.826,8.0,34.0,20.0,9.0,5.0,19.0,18.0
0.337,0.265,0.857,14.0,32.0,23.0,9.0,2.0,14.0,24.0
0.435,0.3,0.788,14.0,28.0,19.0,7.0,7.0,7.0,25.0
0.487,0.353,0.774,4.0,37.0,26.0,5.0,5.0,11.0,17.0
0.418,0.353,0.704,13.0,36.0,16.0,8.0,11.0,15.0,29.0
0.366,0.227,0.571,24.0,26.0,17.0,11.0,1.0,22.0,14.0
0.47,0.429,0.824,15.0,31.0,16.0,7.0,6.0,23.0,32.0
0.493,0.429,0.815,11.0,25.0,26.0,6.0,1.0,11.0,18.0
0.543,0.5,0.762,5.0,38.0,30.0,9.0,3.0,14.0,27.0
0.5,0.529,0.741,7.0,27.0,27.0,9.0,4.0,12.0,20.0
0.464,0.524,0.867,8.0,31.0,27.0,3.0,1.0,15.0,19.0
0.436,0.083,0.8,13.0,31.0,19.0,7.0,3.0,17.0,27.0
0.464,0.524,0.821,7.0,36.0,24.0,4.0,4.0,6.0,22.0
0.516,0.45,0.8,10.0,39.0,29.0,6.0,8.0,18.0,23.0
0.446,0.4,0.75,14.0,30.0,25.0,9.0,3.0,6.0,17.0
0.308,0.143,0.767,25.0,24.0,7.0,5.0,9.0,11.0,22.0
0.44,0.349,0.8,16.0,39.0,20.0,10.0,5.0,16.0,21.0
0.438,0.474,0.75,8.0,30.0,14.0,10.0,6.0,14.0,28.0
0.372,0.208,0.667,13.0,32.0,16.0,7.0,5.0,19.0,22.0
0.42,0.45,0.667,15.0,27.0,22.0,8.0,7.0,15.0,18.0
0.494,0.333,0.684,12.0,28.0,15.0,3.0,2.0,13.0,22.0
0.43,0.286,0.643,12.0,34.0,26.0,6.0,5.0,15.0,22.0
0.422,0.344,0.68,9.0,41.0,16.0,12.0,4.0,17.0,16.0
0.435,0.267,0.375,9.0,29.0,21.0,7.0,7.0,15.0,15.0
0.431,0.308,0.731,11.0,30.0,17.0,4.0,4.0,18.0,16.0
0.333,0.231,0.647,8.0,37.0,13.0,6.0,4.0,13.0,20.0
0.402,0.342,0.889,18.0,31.0,26.0,1.0,9.0,9.0,26.0
0.423,0.4,0.857,13.0,27.0,16.0,8.0,2.0,13.0,22.0
0.409,0.188,0.844,15.0,27.0,20.0,11.0,4.0,15.0,27.0
0.535,0.4,0.838,9.0,30.0,24.0,8.0,3.0,17.0,22.0
0.492,0.462,0.676,6.0,21.0,18.0,8.0,7.0,31.0,23.0
0.442,0.308,0.69,12.0,39.0,20.0,4.0,6.0,15.0,28.0
0.493,0.429,0.952,8.0,26.0,16.0,11.0,1.0,16.0,21.0
0.407,0.303,0.682,12.0,29.0,20.0,3.0,5.0,11.0,21.0
0.5,0.333,0.96,3.0,42.0,19.0,4.0,5.0,14.0,20.0
0.38,0.19,0.769,9.0,28.0,16.0,8.0,2.0,10.0,27.0
0.452,0.5,0.625,14.0,34.0,17.0,9.0,5.0,11.0,11.0
0.389,0.391,0.609,11.0,32.0,14.0,8.0,3.0,17.0,19.0
0.387,0.371,0.611,14.0,37.0,17.0,8.0,5.0,19.0,22.0
0.471,0.375,0.68,9.0,38.0,30.0,7.0,4.0,14.0,23.0
0.388,0.237,0.941,6.0,35.0,20.0,8.0,3.0,13.0,7.0
0.479,0.278,0.862,6.0,29.0,16.0,8.0,3.0,18.0,14.0
0.458,0.364,0.792,8.0,35.0,23.0,9.0,4.0,12.0,16.0
0.571,0.435,0.838,7.0,35.0,23.0,9.0,7.0,9.0,19.0
0.506,0.421,0.9,8.0,42.0,31.0,4.0,3.0,12.0,17.0
0.342,0.091,0.609,18.0,31.0,15.0,10.0,2.0,23.0,22.0
0.398,0.176,0.833,18.0,28.0,17.0,11.0,8.0,25.0,20.0
0.478,0.487,0.929,8.0,37.0,19.0,6.0,3.0,14.0,19.0
0.538,0.4,0.846,10.0,45.0,25.0,9.0,5.0,18.0,21.0
0.427,0.316,0.913,12.0,36.0,26.0,7.0,7.0,11.0,26.0
0.512,0.313,0.889,4.0,35.0,26.0,8.0,7.0,10.0,16.0
0.39,0.35,0.913,8.0,32.0,19.0,4.0,8.0,15.0,11.0
0.429,0.278,0.688,13.0,27.0,20.0,6.0,2.0,17.0,18.0
0.393,0.35,0.913,8.0,23.0,16.0,6.0,7.0,8.0,19.0
0.432,0.444,0.933,9.0,33.0,24.0,4.0,5.0,9.0,18.0
0.449,0.308,0.722,8.0,41.0,23.0,6.0,5.0,16.0,21.0
0.437,0.359,0.727,8.0,41.0,22.0,8.0,11.0,12.0,21.0
0.561,0.556,0.818,7.0,44.0,28.0,2.0,10.0,11.0,25.0
0.5,0.37,0.8,11.0,34.0,24.0,12.0,3.0,15.0,14.0
0.446,0.304,0.905,13.0,33.0,16.0,11.0,7.0,14.0,21.0
0.494,0.3,0.657,16.0,24.0,25.0,9.0,3.0,12.0,27.0
0.458,0.348,0.718,15.0,38.0,17.0,8.0,5.0,16.0,26.0
0.404,0.217,0.783,15.0,32.0,19.0,10.0,6.0,7.0,18.0
0.467,0.45,0.833,18.0,31.0,28.0,4.0,8.0,16.0,24.0
0.468,0.421,0.72,8.0,37.0,27.0,1.0,5.0,14.0,25.0
0.512,0.385,0.783,5.0,30.0,28.0,7.0,1.0,12.0,18.0
0.519,0.435,0.667,7.0,31.0,23.0,9.0,4.0,16.0,18.0
0.452,0.375,0.793,11.0,30.0,20.0,4.0,2.0,10.0,26.0
0.481,0.346,0.684,10.0,28.0,29.0,8.0,9.0,14.0,18.0
0.446,0.286,0.87,15.0,28.0,14.0,8.0,5.0,15.0,15.0
0.569,0.7,0.643,7.0,32.0,27.0,10.0,4.0,18.0,21.0
0.526,0.462,0.8,3.0,29.0,28.0,4.0,9.0,11.0,27.0
0.488,0.514,0.438,11.0,32.0,31.0,8.0,2.0,13.0,18.0
0.489,0.429,0.944,9.0,36.0,18.0,10.0,4.0,11.0,21.0
0.471,0.2,0.792,15.0,27.0,24.0,10.0,2.0,11.0,21.0
0.507,0.333,0.737,10.0,37.0,24.0,4.0,9.0,11.0,25.0
0.457,0.667,0.545,15.0,35.0,14.0,5.0,3.0,6.0,18.0
0.333,0.1,0.71,17.0,27.0,11.0,6.0,5.0,14.0,26.0
0.463,0.308,0.606,8.0,38.0,26.0,8.0,9.0,17.0,32.0
0.381,0.35,0.781,13.0,31.0,21.0,8.0,10.0,7.0,21.0
0.457,0.4,0.773,3.0,30.0,15.0,7.0,2.0,14.0,16.0
0.429,0.375,0.875,9.0,33.0,27.0,6.0,4.0,7.0,17.0
0.449,0.355,0.957,3.0,28.0,18.0,8.0,0.0,13.0,23.0
0.493,0.5,0.875,15.0,34.0,16.0,5.0,4.0,26.0,29.0
0.488,0.348,0.727,12.0,28.0,22.0,3.0,1.0,11.0,21.0
0.463,0.533,0.846,9.0,28.0,14.0,12.0,6.0,13.0,21.0
0.369,0.289,0.842,14.0,29.0,27.0,5.0,1.0,9.0,23.0
0.351,0.0,0.714,15.0,41.0,12.0,9.0,7.0,24.0,26.0
0.467,0.1,0.6,16.0,33.0,20.0,5.0,9.0,13.0,26.0
0.417,0.348,0.84,10.0,28.0,20.0,1.0,14.0,15.0,19.0
0.36,0.258,0.897,9.0,40.0,18.0,8.0,6.0,12.0,19.0
0.457,0.4,0.742,14.0,25.0,14.0,8.0,6.0,27.0,31.0
0.486,0.273,0.875,9.0,21.0,17.0,9.0,4.0,15.0,15.0
0.436,0.5,0.636,16.0,33.0,16.0,10.0,9.0,24.0,30.0
0.444,0.5,0.5,9.0,26.0,17.0,4.0,4.0,10.0,18.0
0.566,0.421,0.76,9.0,35.0,25.0,2.0,4.0,12.0,20.0
0.446,0.154,0.815,7.0,35.0,16.0,5.0,2.0,18.0,19.0
0.379,0.211,0.733,25.0,33.0,21.0,5.0,9.0,13.0,33.0
0.419,0.294,0.737,8.0,31.0,19.0,9.0,8.0,16.0,20.0
0.493,0.379,0.677,13.0,35.0,22.0,6.0,10.0,18.0,16.0
0.446,0.125,0.744,14.0,29.0,14.0,9.0,3.0,12.0,23.0
0.446,0.333,0.759,6.0,17.0,21.0,6.0,3.0,19.0,20.0
0.5,0.333,0.744,12.0,36.0,21.0,5.0,4.0,17.0,21.0
0.506,0.5,0.7,8.0,32.0,23.0,7.0,3.0,15.0,21.0
0.471,0.346,0.781,10.0,38.0,15.0,10.0,2.0,21.0,24.0
0.617,0.375,0.941,9.0,29.0,33.0,9.0,2.0,15.0,17.0
0.442,0.5,0.75,5.0,31.0,21.0,7.0,7.0,18.0,21.0
0.494,0.5,0.684,12.0,26.0,26.0,4.0,3.0,16.0,17.0
0.5,0.476,0.71,13.0,26.0,28.0,12.0,2.0,17.0,26.0
0.403,0.25,0.742,12.0,30.0,15.0,7.0,5.0,19.0,26.0
0.383,0.314,0.826,17.0,34.0,17.0,7.0,2.0,12.0,13.0
0.518,0.474,0.741,8.0,20.0,22.0,10.0,7.0,10.0,17.0
0.495,0.188,0.903,9.0,36.0,38.0,7.0,5.0,12.0,20.0
0.513,0.417,0.846,4.0,36.0,24.0,10.0,3.0,9.0,21.0
0.442,0.353,0.703,12.0,36.0,21.0,5.0,0.0,13.0,23.0
0.472,0.423,0.714,14.0,34.0,21.0,6.0,5.0,14.0,18.0
0.427,0.471,0.813,8.0,28.0,20.0,5.0,2.0,12.0,22.0
0.422,0.364,0.813,15.0,24.0,16.0,9.0,5.0,13.0,21.0
0.416,0.4,0.85,16.0,20.0,14.0,14.0,3.0,22.0,20.0
0.425,0.348,0.786,11.0,36.0,20.0,8.0,4.0,15.0,15.0
0.443,0.438,0.867,11.0,27.0,18.0,2.0,3.0,13.0,27.0
0.411,0.5,0.667,18.0,21.0,8.0,3.0,8.0,19.0,19.0
0.481,0.273,0.65,15.0,29.0,17.0,9.0,6.0,13.0,22.0
0.462,0.417,0.68,9.0,24.0,16.0,6.0,7.0,10.0,22.0
0.467,0.306,0.944,13.0,38.0,19.0,7.0,5.0,10.0,26.0
0.478,0.4,0.774,12.0,37.0,25.0,11.0,5.0,15.0,21.0
0.511,0.429,0.909,13.0,32.0,28.0,6.0,8.0,16.0,21.0
0.432,0.375,0.952,4.0,26.0,24.0,6.0,5.0,18.0,19.0
0.535,0.351,0.889,7.0,44.0,31.0,10.0,12.0,16.0,14.0
0.429,0.278,0.909,5.0,28.0,16.0,5.0,1.0,17.0,22.0
0.407,0.389,0.538,8.0,32.0,17.0,8.0,4.0,13.0,24.0
0.505,0.441,0.8,10.0,32.0,25.0,8.0,2.0,10.0,15.0
0.398,0.25,0.75,14.0,31.0,17.0,10.0,1.0,18.0,18.0
0.461,0.333,0.71,13.0,26.0,24.0,6.0,4.0,15.0,27.0
0.467,0.4,0.667,8.0,27.0,22.0,9.0,4.0,13.0,24.0
0.5,0.391,0.7,5.0,28.0,25.0,9.0,4.0,7.0,16.0
0.377,0.357,0.714,4.0,31.0,16.0,8.0,5.0,23.0,30.0
0.461,0.438,0.864,12.0,28.0,22.0,7.0,2.0,12.0,16.0
0.453,0.333,0.692,8.0,28.0,24.0,9.0,4.0,15.0,15.0
0.452,0.308,0.882,4.0,22.0,21.0,6.0,3.0,8.0,21.0
0.543,0.423,1.0,9.0,35.0,25.0,8.0,3.0,18.0,11.0
0.474,0.111,0.581,5.0,37.0,24.0,11.0,5.0,15.0,26.0
0.321,0.357,0.391,8.0,33.0,13.0,8.0,7.0,14.0,25.0
0.341,0.308,0.52,13.0,31.0,17.0,13.0,3.0,18.0,19.0
0.451,0.25,0.704,19.0,32.0,27.0,6.0,3.0,14.0,30.0
0.378,0.273,0.759,8.0,29.0,19.0,7.0,3.0,18.0,30.0
0.374,0.306,0.7,13.0,37.0,23.0,8.0,3.0,12.0,17.0
0.518,0.417,0.944,10.0,26.0,24.0,7.0,2.0,14.0,21.0
0.475,0.267,0.774,5.0,29.0,20.0,7.0,3.0,16.0,23.0
0.471,0.364,0.821,11.0,35.0,19.0,8.0,4.0,14.0,22.0
0.517,0.36,0.792,9.0,38.0,27.0,8.0,1.0,14.0,18.0
0.47,0.379,0.857,11.0,29.0,27.0,8.0,5.0,17.0,21.0
0.366,0.5,0.833,17.0,27.0,23.0,7.0,10.0,12.0,35.0
0.456,0.447,0.769,8.0,37.0,22.0,5.0,8.0,13.0,17.0
0.418,0.375,0.862,10.0,20.0,19.0,9.0,3.0,10.0,16.0
0.424,0.167,0.9,16.0,29.0,17.0,11.0,5.0,24.0,23.0
0.424,0.357,0.765,15.0,17.0,25.0,10.0,4.0,10.0,18.0
0.452,0.409,0.588,12.0,26.0,26.0,7.0,6.0,10.0,28.0
0.545,0.438,0.81,12.0,36.0,25.0,9.0,2.0,8.0,19.0
0.39,0.286,0.742,11.0,41.0,23.0,9.0,4.0,24.0,25.0
0.429,0.333,0.75,23.0,42.0,19.0,9.0,7.0,21.0,25.0
0.558,0.5,0.864,6.0,25.0,24.0,8.0,3.0,9.0,23.0
0.432,0.526,0.792,6.0,34.0,21.0,9.0,5.0,16.0,28.0
0.489,0.176,0.793,10.0,34.0,24.0,4.0,4.0,12.0,23.0
0.433,0.35,0.85,12.0,40.0,19.0,16.0,7.0,10.0,19.0
0.474,0.409,0.813,13.0,37.0,22.0,7.0,5.0,9.0,17.0
0.528,0.474,0.676,6.0,34.0,20.0,17.0,3.0,19.0,27.0
0.441,0.313,0.815,8.0,25.0,15.0,5.0,2.0,15.0,18.0
0.452,0.273,0.667,10.0,25.0,19.0,7.0,4.0,19.0,21.0
0.519,0.417,0.813,10.0,30.0,23.0,9.0,6.0,19.0,21.0
0.582,0.593,0.714,12.0,28.0,38.0,7.0,4.0,19.0,21.0
0.389,0.185,0.9,9.0,30.0,22.0,14.0,4.0,16.0,25.0
0.391,0.214,0.75,5.0,25.0,13.0,5.0,9.0,18.0,19.0
0.378,0.379,0.727,13.0,28.0,17.0,5.0,3.0,17.0,19.0
0.371,0.29,0.722,11.0,33.0,19.0,11.0,3.0,16.0,15.0
0.506,0.375,0.792,11.0,24.0,30.0,14.0,4.0,12.0,14.0
0.36,0.222,0.778,9.0,36.0,16.0,8.0,4.0,14.0,20.0
0.469,0.364,0.688,8.0,27.0,22.0,10.0,4.0,9.0,18.0
0.405,0.269,0.684,10.0,35.0,20.0,5.0,1.0,23.0,13.0
0.462,0.316,0.727,11.0,43.0,23.0,5.0,3.0,19.0,21.0
0.553,0.39,0.778,11.0,30.0,30.0,11.0,5.0,16.0,21.0
0.519,0.412,0.767,8.0,31.0,25.0,10.0,4.0,18.0,19.0
0.554,0.385,0.714,10.0,26.0,27.0,5.0,5.0,11.0,17.0
0.452,0.357,0.769,6.0,29.0,22.0,9.0,5.0,11.0,23.0
0.495,0.396,0.952,9.0,33.0,33.0,10.0,5.0,8.0,20.0
0.5,0.467,0.618,10.0,33.0,33.0,7.0,6.0,14.0,27.0
0.391,0.412,0.889,18.0,31.0,17.0,8.0,3.0,11.0,19.0
0.392,0.267,0.75,10.0,31.0,19.0,5.0,3.0,13.0,20.0
0.473,0.529,0.833,7.0,26.0,32.0,13.0,1.0,12.0,22.0
0.5,0.417,0.794,6.0,33.0,24.0,6.0,4.0,22.0,23.0
0.476,0.379,0.526,11.0,40.0,23.0,4.0,5.0,16.0,22.0
0.443,0.227,0.917,12.0,30.0,17.0,8.0,3.0,17.0,17.0
0.432,0.184,0.724,17.0,27.0,24.0,7.0,5.0,11.0,21.0
0.494,0.286,0.769,14.0,21.0,21.0,7.0,4.0,15.0,19.0
0.444,0.36,0.684,9.0,27.0,17.0,11.0,2.0,13.0,20.0
0.466,0.375,0.744,9.0,29.0,16.0,11.0,4.0,13.0,20.0
0.387,0.2,0.958,6.0,38.0,16.0,4.0,6.0,15.0,16.0
0.466,0.357,0.87,9.0,32.0,22.0,8.0,5.0,20.0,25.0
0.447,0.389,0.813,10.0,32.0,23.0,9.0,2.0,17.0,22.0
0.493,0.412,0.75,6.0,29.0,20.0,9.0,7.0,9.0,23.0
0.474,0.381,0.889,15.0,30.0,13.0,14.0,2.0,10.0,23.0
0.433,0.4,0.857,15.0,37.0,20.0,10.0,7.0,8.0,20.0
0.453,0.444,0.9,14.0,26.0,21.0,9.0,11.0,16.0,17.0
0.462,0.333,0.767,8.0,32.0,25.0,13.0,6.0,18.0,25.0
0.438,0.381,0.935,5.0,32.0,21.0,8.0,8.0,11.0,24.0
0.395,0.368,0.68,12.0,39.0,24.0,4.0,2.0,15.0,16.0
0.554,0.468,0.727,12.0,45.0,39.0,9.0,6.0,11.0,26.0
0.321,0.318,1.0,3.0,33.0,14.0,4.0,1.0,10.0,14.0
0.5,0.333,0.846,9.0,30.0,29.0,11.0,3.0,9.0,24.0
0.518,0.353,0.833,8.0,29.0,19.0,5.0,6.0,11.0,22.0
0.372,0.435,0.815,10.0,34.0,23.0,14.0,4.0,17.0,22.0
0.467,0.348,0.929,9.0,34.0,25.0,13.0,4.0,11.0,20.0
0.35,0.2,0.696,15.0,35.0,14.0,7.0,7.0,15.0,15.0
0.411,0.353,0.714,10.0,44.0,22.0,11.0,5.0,14.0,21.0
0.402,0.225,0.9,9.0,38.0,16.0,5.0,3.0,12.0,14.0
0.442,0.333,0.739,12.0,24.0,22.0,6.0,2.0,16.0,26.0
0.412,0.316,0.765,15.0,26.0,16.0,11.0,0.0,11.0,17.0
0.421,0.226,0.815,16.0,34.0,19.0,6.0,5.0,12.0,21.0
0.43,0.385,0.8,11.0,30.0,24.0,11.0,11.0,16.0,21.0
0.431,0.4,0.783,16.0,37.0,12.0,4.0,7.0,28.0,19.0
0.542,0.556,0.882,2.0,39.0,25.0,8.0,5.0,12.0,14.0
0.488,0.0,0.87,11.0,30.0,24.0,7.0,4.0,12.0,27.0
0.554,0.467,0.719,11.0,28.0,23.0,10.0,4.0,15.0,28.0
0.348,0.188,0.412,15.0,32.0,15.0,4.0,6.0,12.0,15.0
0.457,0.32,0.786,11.0,32.0,21.0,9.0,1.0,16.0,14.0
0.417,0.313,0.72,11.0,27.0,26.0,12.0,6.0,17.0,18.0
0.488,0.353,0.667,11.0,16.0,29.0,6.0,1.0,11.0,23.0
0.37,0.25,0.889,12.0,32.0,21.0,7.0,5.0,13.0,19.0
0.444,0.433,0.667,6.0,33.0,22.0,5.0,5.0,17.0,25.0
0.411,0.227,0.778,8.0,37.0,27.0,9.0,6.0,11.0,12.0
0.506,0.389,0.667,14.0,23.0,27.0,8.0,4.0,14.0,20.0
0.418,0.222,0.733,15.0,39.0,22.0,5.0,4.0,17.0,31.0
0.487,0.5,0.762,9.0,25.0,26.0,10.0,4.0,13.0,19.0
0.355,0.233,0.821,17.0,32.0,14.0,6.0,3.0,10.0,25.0
0.405,0.333,0.853,12.0,28.0,18.0,8.0,2.0,13.0,27.0
0.395,0.357,0.889,7.0,38.0,19.0,5.0,2.0,13.0,23.0
0.494,0.458,0.88,10.0,32.0,22.0,11.0,3.0,8.0,19.0
