"alpha","beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","sigma","lp__"
0.0888281940086519,0.186192192577508,0.259435606169493,0.192758944378605,-0.257135698602066,1.52322961278487,0.509305296540015,0.12512682468607,0.120236160870434,-1.19364155686399,-0.0407590129815079,6.23116540685274,-52146.8413000885
0.0841008227963116,0.195694661291407,0.257823356919566,0.194913405697296,-0.251083284558151,1.5232759634717,0.483765933559407,0.204095293330437,0.170518810402448,-1.1576204872595,-0.0634649782755574,6.12816817515395,-52143.1067450476
0.0867261118657309,0.191533500761249,0.264395537444058,0.186969149250514,-0.252875511626027,1.51969990267449,0.488312140482187,0.175938197426707,0.177267037469444,-1.16238489501026,-0.0556988300220519,6.19423121190452,-52140.8613003041
0.0217267909301576,0.185877356740893,0.262532869048169,0.193666825903672,-0.253415178523528,1.53392605073215,0.486670426789759,0.156678821136824,0.143294512333314,-1.19530387366213,-0.0429346430149546,6.20997453378753,-52137.6036764135
0.135376441594527,0.198716277058307,0.253971392572572,0.188980515551609,-0.265065750821255,1.52439995597058,0.488837389403211,0.162199384539904,0.135472004814675,-1.17080369873174,-0.0677748832194604,6.15546761965884,-52136.9523324608
0.0329737993974365,0.217130144727249,0.261748660678349,0.210215097095655,-0.275598313491581,1.51748424281609,0.494302120554443,0.17498058159848,0.145395399646616,-1.14170142432691,-0.0553628209016369,6.19636185164216,-52137.9867815807
-0.00744384454216048,0.194679951396949,0.268463371464618,0.208132714665927,-0.250582301642668,1.52888352251885,0.490864885107053,0.192150369843123,0.140759397391119,-1.15824676305682,-0.0425486412751546,6.1545281837157,-52143.4968056116
-0.0134609698028542,0.207961478760316,0.259797510708839,0.206804296258791,-0.274326781006927,1.53421882552203,0.489906504857976,0.188089850821033,0.166497587233522,-1.16363686380279,-0.0476429262896726,6.14460714160718,-52142.5214764602
0.0903233337784647,0.217646796736463,0.267884799150094,0.212679115095049,-0.276354850341089,1.52850169305384,0.478114742659166,0.160211175980229,0.157577785576747,-1.16925151090069,-0.0329064064272044,6.14724416452743,-52139.8944987369
0.0636658631115479,0.220547471783264,0.26894105684285,0.214314785218233,-0.276186942189114,1.53206336900398,0.484231321342002,0.144135582543658,0.171296546382065,-1.16606351497221,-0.0375534148907339,6.13468340393669,-52140.5470509178
0.152132478311231,0.229233229873648,0.262372845109171,0.210952374594462,-0.300103025842823,1.51890884522088,0.499225207916677,0.165668262237868,0.131181765599613,-1.12394393482545,-0.063311431923025,6.19815097510623,-52140.9876046319
0.0440928591955246,0.196046715199694,0.258068884109482,0.1969532495722,-0.259544274448201,1.53669928386857,0.480852324511997,0.172570145392256,0.169029987543616,-1.18160134899169,-0.0463943890637684,6.15790698981891,-52138.4250068081
0.0850516850826608,0.201787533877495,0.256557184907172,0.199564387477056,-0.265158285585088,1.52681367176842,0.486097706722342,0.187971268915731,0.156234385873699,-1.15504181264044,-0.044124569968188,6.15256672174663,-52137.150716592
0.129478715511967,0.189156344217799,0.258878535320328,0.201012798110534,-0.246629057573065,1.52208913425208,0.490927904184557,0.156869701281356,0.143845873899904,-1.18104277245303,-0.0496573997298769,6.16048350368366,-52136.4038496104
-0.0195340157626506,0.200642613429885,0.264828540718475,0.201823786218769,-0.2600725996849,1.54760328729056,0.486411319250759,0.156962226326357,0.125621843942535,-1.18866930398734,-0.055018934662465,6.16977069862087,-52142.0248062027
0.0447999360109181,0.206541992611781,0.267522994146579,0.203116815438572,-0.27281871887382,1.5351091151308,0.490807147883766,0.150298791787419,0.144806259132929,-1.17904148877285,-0.0486277827551211,6.17574232565723,-52136.472111001
0.150420360147547,0.212707874175934,0.262348000757884,0.213003495823285,-0.276511845806853,1.52927195817641,0.484870992743514,0.140582357311429,0.12795296523011,-1.1677188097617,-0.0315039883810837,6.18587783552243,-52138.3240252287
0.0363402058871145,0.17893983552009,0.264921791297461,0.181367550283863,-0.234801378090905,1.52113434667751,0.485426839932905,0.174414928114113,0.159921263738658,-1.18028168354238,-0.0637193710910289,6.1771671986312,-52139.3010989164
0.211374541250062,0.19722363827347,0.252858760026798,0.203708380328462,-0.25519328101122,1.52293611632254,0.488671133028462,0.1709288166954,0.153655285720834,-1.15432951449853,-0.0367511440124683,6.21360739076426,-52142.1478936112
0.161799451399618,0.204315905569312,0.259463547403313,0.20756210383046,-0.262614860175734,1.54021284555102,0.477617096318695,0.150518980758928,0.140889161584741,-1.18208098889088,-0.0229029081803684,6.21962131937058,-52140.7919169509
0.152764407864382,0.195051844708633,0.260472226122939,0.204753534236353,-0.259355229759782,1.51859998556519,0.501650129095389,0.125345444322878,0.118019197579646,-1.17422270280494,-0.0467867953860124,6.19788067694707,-52143.1077964521
0.0790962112782257,0.178382439092809,0.267779003561363,0.195541087198608,-0.255592705874813,1.53470549596369,0.481244824483596,0.165410611927536,0.139988811842911,-1.19946359302406,-0.040017735271087,6.13500148525222,-52140.0777901793
0.0851268732386688,0.201573548132767,0.268674969955304,0.191331902055855,-0.26503644738879,1.53840002920409,0.478203127432605,0.165891178437439,0.133994354869349,-1.18585600759215,-0.0599282064483621,6.15108411396758,-52138.6634504728
0.0987101811438638,0.193846993056068,0.256347691138847,0.192897129203491,-0.256236055711569,1.53163548868373,0.476095727427675,0.152503680978204,0.15376006751504,-1.18525793417672,-0.0500594722564444,6.19265570506691,-52136.4086153249
0.0586969552473311,0.210033722314939,0.26051141873341,0.202323241731992,-0.271970919597618,1.51694728357987,0.502781223474684,0.1873893531842,0.145078534530406,-1.13022321485983,-0.0662952255425317,6.16485195121273,-52139.1788802691
-0.00532763806238654,0.190859961451966,0.258729954717757,0.20082474535551,-0.240024083247028,1.52935246214738,0.48936062389985,0.159361878568113,0.147157183626604,-1.17657065608322,-0.0452833748783572,6.17822047085106,-52139.3270218268
0.179195034863625,0.209207434338039,0.263114960094856,0.194823534149829,-0.291102760574952,1.53582573697115,0.482468099861704,0.160148272878088,0.146697247595957,-1.17083340357907,-0.0664775070064627,6.16133889557779,-52139.8722346778
0.0608663595491116,0.211034063065602,0.264271812672784,0.218765894880278,-0.284649601185025,1.54461460369363,0.490345281402893,0.157300077875291,0.142789086156125,-1.18092788769645,-0.0322308457617063,6.19768299436833,-52140.8376749177
0.0669885836860318,0.20439565813632,0.257154598563629,0.186965807825961,-0.265305400651162,1.52119278894779,0.49685702720184,0.163563749590535,0.14436175933842,-1.17473969384151,-0.0768715188964456,6.16332136058051,-52139.8709204271
0.0570781835326964,0.193594701550273,0.251670441887509,0.190387064495144,-0.251647778125772,1.52183912713107,0.487185476408878,0.173537062334106,0.158370935328839,-1.16462118587194,-0.0534272298997546,6.160573068333,-52137.7572871023
0.127982945668117,0.18025648454493,0.267975047575595,0.190221357894174,-0.237915809181033,1.52941091014018,0.487123121490414,0.145859520407026,0.122700279731971,-1.19791839026704,-0.0563928220249795,6.20138147519859,-52139.1876520603
0.185713166732697,0.200186044567926,0.264440399555399,0.200487693018292,-0.283372660972961,1.54128717550173,0.47679044440204,0.175004784919439,0.129557912737175,-1.16895695845823,-0.0526778586099229,6.17208138803806,-52140.8672024099
0.184209960535782,0.212376459310629,0.266442350168545,0.205255122080712,-0.277100847616814,1.53767825165516,0.475227439201657,0.171846387970256,0.13284615758119,-1.16371439960353,-0.0549105396722097,6.16163549524408,-52139.6071894737
0.138567022069379,0.214657752717998,0.261124440904386,0.204663567633595,-0.290387348131251,1.53408823102399,0.490543565762766,0.174345920558997,0.11464041997589,-1.14795129874767,-0.0520858902042736,6.16339510408509,-52139.5451401455
0.0812126685503075,0.189365605958542,0.259703300027732,0.188838853031512,-0.248836065395548,1.52753216700571,0.486839683016859,0.157411716710662,0.139968762252055,-1.17523082441638,-0.0558654965101529,6.1730874687949,-52135.6231942488
0.0850899551781382,0.193657537435805,0.265539230609145,0.19158988030608,-0.257633534623049,1.52165140060501,0.492084248762571,0.153240822029959,0.152459398702358,-1.18462884222859,-0.0669681946100079,6.18173001731464,-52137.1374923377
0.127149436824165,0.219715549136146,0.263084337513185,0.208942016362012,-0.285863473738346,1.51507230444797,0.500495386928631,0.160826108653442,0.148166651414288,-1.14729020548292,-0.0643332601025148,6.19565697438155,-52139.0333148861
0.0549351387526586,0.211411672890574,0.252662642641059,0.20935038245305,-0.275319975857339,1.52808310205662,0.480834267676962,0.167993636937636,0.160732003108809,-1.16095686463483,-0.0346847741660277,6.16097598879854,-52138.1251929083
0.151940564683989,0.197544042874478,0.261414584755047,0.180368125855492,-0.263754347415375,1.52943160999226,0.489067801951097,0.168933663113725,0.145308358906973,-1.16833455029131,-0.0621501792378058,6.17856317232408,-52140.0681025583
0.0202144755834542,0.213522516279157,0.260524360326794,0.206720248190044,-0.274273040895247,1.53061080047735,0.489160119227871,0.164456066863177,0.166053133199514,-1.15408666791286,-0.0604660573600153,6.15077372104441,-52137.9127909957
0.0498492876899367,0.196519243777488,0.262539863732821,0.190717895127943,-0.249113700364106,1.53484703421665,0.474748091353934,0.158203130397282,0.154925249492873,-1.18279871093257,-0.0628240918582306,6.19001623678608,-52138.0815417992
0.138885923456178,0.199173764560948,0.258424025453889,0.195312858231528,-0.268808105681269,1.53628003577306,0.491811491177786,0.151214941204548,0.128667019225393,-1.18101349302393,-0.0689901384972638,6.16662147531924,-52138.3359960967
0.10074369463065,0.18509327277852,0.257241201902764,0.204393963671916,-0.247413295744434,1.52450354420514,0.482749129789471,0.151892756110625,0.143352654665906,-1.18411996045836,-0.0398171961565469,6.17609288565394,-52138.2592618119
0.0542657933991051,0.197891621089896,0.26404258238526,0.183722473971666,-0.267339089576822,1.5297220173112,0.480432659713782,0.168386996392407,0.137070489602183,-1.17543241220247,-0.0615942685705644,6.1936312323908,-52139.2568096743
0.111570223759559,0.182160473323265,0.253798656020689,0.207308784179554,-0.238748196939375,1.52219595018525,0.491083848233517,0.143018552526916,0.144901823127797,-1.19311441887133,-0.0357762098221466,6.18034296084968,-52140.1967995089
0.0643348721967143,0.181549218371073,0.247216108228714,0.191400562332535,-0.253748840609213,1.53015047736158,0.495204342104204,0.147848257426724,0.135966315347233,-1.20160009094578,-0.037758016918942,6.21453254466445,-52142.4277876176
0.110252071702946,0.209791418512354,0.273477541136743,0.201088804964837,-0.273598657778914,1.52353033493452,0.490138669527576,0.154339800153712,0.142434151865265,-1.16998447159162,-0.0553238547168215,6.16399770275246,-52140.0683257677
0.108351237292103,0.210375040516139,0.261739119028299,0.198411037745034,-0.280506521369853,1.52685162277432,0.49728307929693,0.178778942878768,0.136873571059004,-1.13497053656613,-0.0644985914867248,6.15103411163291,-52138.826131195
0.0794320013297012,0.179891904345758,0.257607009877921,0.187783990233686,-0.229363357790417,1.5290651284799,0.47569641608937,0.150066647037713,0.165519473154114,-1.19043963494886,-0.0551754164481954,6.20719348050581,-52141.4121784381
0.0549659219813167,0.176143857748298,0.259961403930543,0.189142284847422,-0.246442799622875,1.53241140546661,0.488658355501746,0.150669406076206,0.179741050051091,-1.2091722467534,-0.0499498727467517,6.19218187882731,-52143.4660734454
0.0653822751606797,0.185361212575859,0.265405138567029,0.195129331454831,-0.239861934346545,1.5206900639761,0.483169452487766,0.166710927159977,0.163204478460751,-1.16751983647065,-0.0545661372959996,6.16633418907443,-52139.4362291514
0.0727566673674085,0.218685279630466,0.260189292620682,0.201620549712017,-0.276753012480861,1.55253072632689,0.490343910432264,0.164189906753743,0.127913368735417,-1.16664879446179,-0.0679987195289802,6.2011637413606,-52143.3629563675
0.128430539407938,0.210195630473941,0.256536894426803,0.200934467789645,-0.294635542876697,1.53367404581219,0.487475459152655,0.158151895700869,0.123174057327678,-1.15680030665251,-0.0582114057851076,6.1880891266708,-52139.8972871076
0.183649849590524,0.211200362679848,0.255058709382368,0.207837054712044,-0.275062172927842,1.53080407054186,0.489158907150634,0.162773295271067,0.147335485878803,-1.1579880901849,-0.0522416510919837,6.17868372413405,-52138.137074462
0.186884306670681,0.208127559809684,0.254166112103269,0.206645645831449,-0.276609181638046,1.52744209705764,0.487978126289727,0.159242611307732,0.153690068010161,-1.16797448808523,-0.0524199860916945,6.17141020842709,-52138.5833727001
0.173327503846306,0.217775636671597,0.256158525519394,0.21338740049618,-0.285226632842095,1.52357726273599,0.481003156171314,0.157018750422906,0.141531105359984,-1.14463678346233,-0.0411184666791232,6.17681824279989,-52138.91607135
-0.00894454736731625,0.177072257444425,0.267160950054147,0.182914933080434,-0.238264273390333,1.5309118907495,0.491753873413027,0.14850564037339,0.150121769484347,-1.20905936889543,-0.0601081749894257,6.17772840912875,-52140.7391603709
0.138303399163626,0.197077966828971,0.253011771300992,0.191060890016769,-0.269248065736997,1.52176503324005,0.492118111527002,0.173981168476634,0.124317025332078,-1.16071640927833,-0.0615560414458341,6.21252828206296,-52139.0152913419
0.0826140385501565,0.20151515940049,0.267001341257977,0.199024790626349,-0.265763141670415,1.52860560182949,0.495569862587201,0.166519127709568,0.146804877929769,-1.16231606093385,-0.0533431064572098,6.17949449607554,-52136.2598914903
0.0528354234765558,0.19634714033541,0.266544978537874,0.206845916990898,-0.249730312244509,1.51986823598,0.490893996911,0.161368703942378,0.135153469195604,-1.17657344296606,-0.0454523411282196,6.14418609509096,-52139.8468228394
0.0195190618903884,0.194093882784844,0.253522442042187,0.184683450795663,-0.262409982277305,1.52732995848044,0.498400044195669,0.152416665407945,0.121164509994402,-1.18003598095994,-0.0577766351621677,6.23490157376911,-52144.4858061492
0.00731328687899339,0.180972999157606,0.25578378613897,0.190221584942183,-0.259597064028791,1.52670120493727,0.49589167941167,0.162742326828874,0.125615781455786,-1.18166593981606,-0.0626329014811312,6.21893253390106,-52142.1303565776
0.0822067336414224,0.175310705232061,0.257080226019772,0.17939404484728,-0.242398001972331,1.53012355198846,0.485988200034406,0.17227066511385,0.149592780223637,-1.17015061559999,-0.0671917074379786,6.17419351390507,-52139.9840792378
0.101344729749865,0.200908337829804,0.264143147130727,0.205988099595596,-0.26214730124554,1.52996198107264,0.489479776892046,0.149607055252195,0.138464796895379,-1.19554837146465,-0.0369123481245091,6.2110289556737,-52138.2473904942
0.053980085528525,0.21470248362487,0.260483933677558,0.211924194686305,-0.291977567095205,1.53370474848624,0.484270837000157,0.156520357452701,0.16539055861425,-1.16426155263463,-0.0489755535740076,6.17376076436413,-52138.4616323147
0.140640390418651,0.23337792394375,0.258496152476316,0.214493458661983,-0.292650701562057,1.52478619969913,0.488580811934037,0.161262153818945,0.137509099774312,-1.14275044149517,-0.0467071312433749,6.19720261275982,-52138.5759294621
0.0695434956816177,0.208608834314559,0.261226159799631,0.214306887513273,-0.274220382962415,1.52259146064203,0.492991430783248,0.166497117184146,0.142399821014002,-1.14812092292601,-0.0432325318179028,6.18176152398797,-52136.5109482217
0.169492981931768,0.214955924145694,0.244056109848511,0.194883922935359,-0.268060534981502,1.52997865773094,0.48280320579104,0.148151220236992,0.168548049937554,-1.16149358521557,-0.061416427700262,6.19091287757236,-52144.5935021811
0.099662237698413,0.200046450530476,0.258590663779275,0.199636947636352,-0.272490100745155,1.52692116123366,0.495207642972269,0.173371255172972,0.114981627895142,-1.16323332419561,-0.0549453792103077,6.15176497076466,-52138.4467897743
0.144439845482596,0.187371511243944,0.26096967856353,0.197221857456829,-0.257490309884029,1.52252827037738,0.497884608518453,0.166301436044865,0.121084301526107,-1.16504002448534,-0.0553017780410456,6.18849314184799,-52138.5040586419
0.151356901286929,0.187123621742524,0.259567764968186,0.190322310723534,-0.246838482820987,1.52559115433237,0.491104989064803,0.16125075421331,0.130266082811968,-1.18467792737783,-0.0532120629880522,6.1650744863176,-52136.6209496537
0.00556685985863692,0.18385505837229,0.257989855161477,0.191494621504378,-0.243119692281386,1.51215338482242,0.496926530062423,0.193615707200942,0.137538066139515,-1.16124923683361,-0.0710805751267369,6.14297794890604,-52143.6942007368
0.136511886020745,0.198445009046914,0.26198014131583,0.189400313186793,-0.259209801510675,1.52759717446558,0.493083839120811,0.17290176863648,0.148838642200287,-1.15666463472514,-0.0605002873835121,6.17599304186099,-52137.2290794335
0.0766603097592982,0.195707175525871,0.266190645327768,0.20215270989769,-0.263834693432124,1.53569924493108,0.47711914507517,0.178905152397135,0.157071516458488,-1.17179525221216,-0.0542719753706026,6.14968371252519,-52139.1180490752
0.100841460251296,0.195478444363139,0.253756983746313,0.186825598517346,-0.266120105341587,1.53469364631371,0.474458606870652,0.162949512101364,0.138615050795214,-1.18550947879345,-0.0590949403714581,6.16465246412181,-52138.0095722171
0.0967227216324788,0.214026082735087,0.267505761228075,0.197109781017498,-0.274466592058182,1.54283819866438,0.484323019284416,0.147578426403081,0.151495243365744,-1.17778759139057,-0.0754581856538973,6.20315857674017,-52139.8885040387
0.0882177390486759,0.199983844980701,0.257145022696473,0.201713290400798,-0.269273862609427,1.53098932313975,0.479993907482745,0.161383101764201,0.137837537084649,-1.17685338733067,-0.0497201229243069,6.16109698663188,-52135.8741774815
0.111229895917475,0.204474099525686,0.260258726667802,0.196789317743623,-0.268294537347174,1.52867934010934,0.478482209954545,0.160466186757691,0.133773938373334,-1.18878186215235,-0.0608771268693176,6.15905564951412,-52139.6223245083
0.049975047406033,0.216200767891362,0.262207418561453,0.217205912760222,-0.282091920863724,1.53863301147607,0.490941701640762,0.146760606387288,0.152449828074394,-1.17409045050689,-0.0404029034921187,6.17320177646172,-52137.4317327195
0.176572215480655,0.235071018507602,0.266681628164327,0.218494453755139,-0.299434492800719,1.54472971910745,0.475534043068858,0.134868699198105,0.130935655617629,-1.1748411838563,-0.0429850037306736,6.21277009950094,-52144.1684501693
0.143252605859747,0.224771749677934,0.266468311262073,0.197942715281535,-0.287558151244104,1.5369018761328,0.480294388481475,0.160633592825281,0.144314896617523,-1.15973344423126,-0.0595072368574281,6.21904722453683,-52140.2360469916
