"chain:1.alpha","chain:2.alpha","chain:3.alpha","chain:4.alpha","chain:1.beta[1]","chain:2.beta[1]","chain:3.beta[1]","chain:4.beta[1]","chain:1.beta[2]","chain:2.beta[2]","chain:3.beta[2]","chain:4.beta[2]","chain:1.beta[3]","chain:2.beta[3]","chain:3.beta[3]","chain:4.beta[3]","chain:1.beta[4]","chain:2.beta[4]","chain:3.beta[4]","chain:4.beta[4]","chain:1.beta[5]","chain:2.beta[5]","chain:3.beta[5]","chain:4.beta[5]","chain:1.beta[6]","chain:2.beta[6]","chain:3.beta[6]","chain:4.beta[6]","chain:1.beta[7]","chain:2.beta[7]","chain:3.beta[7]","chain:4.beta[7]","chain:1.beta[8]","chain:2.beta[8]","chain:3.beta[8]","chain:4.beta[8]","chain:1.beta[9]","chain:2.beta[9]","chain:3.beta[9]","chain:4.beta[9]","chain:1.beta[10]","chain:2.beta[10]","chain:3.beta[10]","chain:4.beta[10]","chain:1.sigma","chain:2.sigma","chain:3.sigma","chain:4.sigma"
0.111616182392894,0.122887445344728,0.0859545256945342,0.137238954213517,112.194221245235,110.834670514404,110.431506892806,110.468802446966,17.5766554586511,17.8119736449671,17.7528703228349,17.7498265739544,16.4384797174531,15.9859741242764,15.8778911101136,15.9289996641988,0.663728610054426,0.660867153593662,0.651063989433574,0.656458465694884,0.39290167334198,0.404410804330926,0.412934054666747,0.403106192621301,0.18431974531369,0.179397565068731,0.18609384809947,0.183964068284969,0.190388949315746,0.174409599157951,0.182886820398989,0.174269616180782,-0.00750300165234143,0.010438720601864,0.0109691133547742,0.00284122198024592,-0.900660706597455,-0.924165666517736,-0.916131340800792,-0.909395970432912,-0.33887958132992,-0.325654203057465,-0.33713631054939,-0.339228562070201,4.35242682981813,4.35061315462984,4.34134225098045,4.35082589274318
0.0968586083294017,0.129007824481464,0.118292678290595,0.0893676834506641,110.551252700618,111.070084158899,109.79734235612,111.041871495064,18.0759056467974,17.7991863989392,17.6773430688856,17.4281107509342,15.4824453541065,15.8937599591929,16.1420241445989,15.7547360197125,0.64896763848719,0.66030403719893,0.649285319870342,0.654880603352822,0.412638253207495,0.416092927894023,0.404700400795343,0.403334358223821,0.175401853007811,0.174204661139707,0.177991219116017,0.182657873281695,0.192497109620787,0.168105146468971,0.203093444693134,0.2045739825094,0.027927718612749,0.00136134188870053,0.0201990039387548,0.0120163386047689,-0.927877095832772,-0.921175753679187,-0.900657355946845,-0.900586785889936,-0.333065970158501,-0.337110419776409,-0.335781038702785,-0.337354998069615,4.31717714430875,4.3509106067219,4.32173152265673,4.30167834341851
0.104672523817258,0.0627513212835087,0.0898607358610046,0.0980575221214341,109.778431065193,109.498996845332,110.164100028473,109.718858277695,17.9781356539773,17.6549151395407,17.7935362445972,18.1223792931883,15.3806010858108,15.8406038980424,16.1109344725271,15.8783272153641,0.651670438385392,0.64861449054618,0.653608940868338,0.65167695746725,0.417851760061615,0.415219955051169,0.408830722027097,0.411244254777101,0.171006563588663,0.176622229022196,0.179728971573285,0.180626713455156,0.199145261805194,0.177955655403457,0.193081223811059,0.174744497515603,0.0217443517680545,0.0244097037018233,0.00889748416125782,0.00713780073716345,-0.910325869297069,-0.914844002592681,-0.89302903111329,-0.920877296270207,-0.332302045353602,-0.332785878605714,-0.338952638963481,-0.330617985614228,4.32072750750756,4.31769554664506,4.34254060021253,4.34483042037788
0.099829550248726,0.148132336996878,0.122823825797527,0.0713437998361959,110.093403249171,109.801804866262,111.221086314045,110.489498444742,18.0688858742748,18.0798007121203,17.8104328863639,17.5347434927859,15.4575598518699,15.7045349873009,16.0322601008337,16.1135966308877,0.651074750903653,0.651764752839492,0.657261557020907,0.653961957616061,0.416173905216278,0.4197420821665,0.399340860882585,0.404691342413151,0.172160078636065,0.179900207231042,0.173958576810956,0.177878294548398,0.190626847091509,0.198550631256274,0.191933167741825,0.181390624782402,0.014933463431983,-0.000193289186386785,0.0126925583712787,0.0147657036636881,-0.902500745087588,-0.897051441788302,-0.897424398163876,-0.902568102946731,-0.33547309176187,-0.339787265536392,-0.347984052453574,-0.335741540947323,4.31578242649721,4.34532283043447,4.34475272155762,4.33566915598136
0.131282077875149,0.109868303652841,0.0624663426849141,0.0879223392713815,109.810257325763,109.835166779568,110.100612723447,110.732303638544,17.7423305752084,18.0219235362441,17.8134290490687,17.6828055049666,15.7732823186237,15.5426121420248,15.8072304288841,15.9223502091967,0.65268511815754,0.64881436887018,0.65696879678508,0.656803724755352,0.417377436275703,0.411009995745233,0.41926988763655,0.405659946804106,0.175341033086998,0.176487216260229,0.18141202506993,0.183244015815448,0.184833567711099,0.195887333487269,0.180890895731042,0.207610395028516,0.0135755296602198,-0.00260000545455919,0.0198519579518831,0.00481351084720093,-0.914697314798993,-0.897761316026506,-0.913553230129703,-0.89344906096255,-0.333513823663033,-0.33931033332192,-0.326696995806574,-0.337465435875012,4.32790088528474,4.32944923616775,4.31945321019944,4.31199139642626
0.146418292950902,0.105548425569033,0.0706279315614522,0.107486120654235,110.080714972616,109.666489666949,111.546043911355,110.834898879798,17.5846472729365,17.6103465765072,17.7697572453464,18.0149217391833,15.7458673109331,15.865532267046,16.0356227202869,16.075308298908,0.649577489616797,0.650043521299576,0.658149433485901,0.656822168873577,0.420548790412232,0.424331598255515,0.413435684751254,0.403948773102617,0.177006915550972,0.17143267339375,0.17437119511534,0.177111623629936,0.182985524457108,0.149513195113475,0.19408431938724,0.177472956882737,0.0177454630640248,0.023637593556743,0.00209248960016377,0.0169291225318432,-0.920582587370078,-0.938262763307717,-0.900678881375309,-0.916452603171955,-0.328682763768578,-0.325988786554335,-0.327065145711304,-0.342844938196871,4.27666473883482,4.34907281782501,4.35384020290154,4.35691306315154
0.111902695922145,0.100395645591864,0.0895887681769843,0.120562435821835,108.886750939037,110.301517583284,111.383450014203,111.459809478036,17.7951692453398,18.1055098541925,17.6963187276429,17.5805286047267,15.6879938305573,15.7186695660503,15.8876127744186,16.2301724417885,0.648718573451,0.654035559008131,0.655886722945263,0.658990677782644,0.43148439721595,0.413141504696338,0.412512830630348,0.394238357793598,0.178439682598909,0.180408693657781,0.166464650382282,0.177796318760817,0.173057838222527,0.1787017714871,0.185661562501603,0.185891210728537,0.00885499848142048,0.00353550286761655,0.0159334537760411,0.0118070043112539,-0.918134719721287,-0.918912691977972,-0.912623433537479,-0.888829524523687,-0.327361175857753,-0.337270852693565,-0.339553906901669,-0.345074654914347,4.34273659909668,4.32744340261578,4.34740807878933,4.31979300227278
0.0888784760158406,0.0924497735137894,0.136676116685044,0.0594968236810935,108.940495532236,109.903803081855,111.038898754931,110.54391312171,17.6118779561143,17.9067321376574,17.9332626632414,17.8001613175226,15.35485822496,15.6842402496934,15.5204133195307,15.6599411327331,0.646931735861393,0.648229676242009,0.662543721618846,0.647281885104032,0.428350427949668,0.41219893853842,0.392755992515737,0.420475350389827,0.179683891642748,0.177090366367693,0.180452722841692,0.170596565953299,0.182106727625663,0.175311421912667,0.188428596156661,0.182678693003561,0.00882926561691821,0.0105686003834817,0.00193867975807176,0.00592701878563814,-0.926314273533139,-0.91943086975665,-0.893910065374564,-0.91988433559405,-0.324621427248941,-0.331601369730899,-0.335530045259318,-0.334886783579796,4.35703690244551,4.32857709576696,4.31052297269759,4.3185321636825
0.103938674635914,0.0877106884977075,0.120622545038773,0.109353037119917,112.10314716463,109.908428588826,111.132021970258,111.317497295303,17.8123601464631,17.9204283969645,18.047406702723,17.6736425470075,16.5131004961428,15.7121872556422,16.1837774095522,16.3001325895789,0.67067899360539,0.645268105421223,0.658121923419215,0.662709470755509,0.387383297748334,0.415511840773167,0.403202803027215,0.388970041275332,0.172235510422387,0.177997418919359,0.1820100921169,0.186578419707165,0.196521647035885,0.17300932646535,0.187774499030937,0.18870399525614,0.00988793559958677,0.0107802273550572,-0.00538181423871616,0.0190360906982318,-0.885592607973301,-0.919576117073067,-0.895982751750171,-0.890366926899988,-0.347998801323995,-0.331459348453352,-0.337038195146492,-0.345071319406161,4.33120704621941,4.32759493330234,4.31313574379218,4.33853507159796
0.0532769447643634,0.128462000241155,0.0848520743640771,0.0957290971270669,111.267696645988,110.52502806151,111.798198872823,112.030043472803,17.6603338348652,17.5238680972861,17.8713823513368,17.518036037299,15.9448577856777,15.8686811833713,15.9825776687182,16.2780408181267,0.653329813882121,0.649629324323542,0.671881580574277,0.654985748988375,0.399481750812438,0.404897961766352,0.396063995185447,0.390269636844846,0.183350761412743,0.179949844387513,0.175933182279923,0.181608799933189,0.196259459288387,0.203149957575081,0.190769796416572,0.188193620215579,-0.00571770965290884,0.00719354064716659,0.00370924090563002,0.0161978342345972,-0.904376830686972,-0.895127013317828,-0.896379843184381,-0.882251245176668,-0.340734600714497,-0.339834825460433,-0.330333404770534,-0.340311252683976,4.34783990307726,4.33443329992711,4.31964129283534,4.35792458974971
